-1.019916106207017087e-01,1.924618265165344705e-02,-2.112207183241657238e-02
-1.002383757044351398e-01,1.974801513001613398e-02,-2.208606323601304544e-02
-9.848619729844559911e-02,2.024322241607126246e-02,-2.305640771410244136e-02
-9.673571600640909485e-02,2.072417402813164083e-02,-2.403781477692006063e-02
-9.498873947220286273e-02,2.118473603151383236e-02,-2.503241304757062094e-02
-9.325057031883433878e-02,2.161900857741274468e-02,-2.604390853157769262e-02
-9.152786333291522414e-02,2.202190949517158700e-02,-2.707566586626098531e-02
-8.982465166029446335e-02,2.239810893744163464e-02,-2.812829056413306689e-02
-8.814205650002693293e-02,2.275316820936443968e-02,-2.920063347932133624e-02
-8.647832779441469442e-02,2.308225514315812021e-02,-3.028817394253995737e-02
-8.483608625968960815e-02,2.336425435551522933e-02,-3.138470588001621153e-02
-8.322222392675941716e-02,2.356263745416429037e-02,-3.248268911052099722e-02
-8.164195034011617613e-02,2.365514225047903735e-02,-3.357757622690950294e-02
-8.009440201758755151e-02,2.363526636418495155e-02,-3.466728231575247343e-02
-7.857404674813800449e-02,2.350983022933933464e-02,-3.575016723427015819e-02
-7.707662287369484999e-02,2.329507478017302929e-02,-3.682249748722862120e-02
-7.559895116871004350e-02,2.301070970652645958e-02,-3.787909498526556562e-02
-7.413732779878255685e-02,2.267407919929709248e-02,-3.891089461899895074e-02
-7.268600024008452232e-02,2.229898776646099118e-02,-3.990862851534134059e-02
-7.123670144684543515e-02,2.189820411855915999e-02,-4.086100951530292208e-02
-6.977941651280072932e-02,2.147724910031902773e-02,-4.175829901958842683e-02
-6.830355631828671781e-02,2.103400261333625287e-02,-4.259539700454942346e-02
-6.680136382694340513e-02,2.056673630324685337e-02,-4.337181537924362368e-02
-6.526818264948265613e-02,2.007880385714838622e-02,-4.409097203886978150e-02
-6.370316447490864675e-02,1.958171470822510710e-02,-4.475647971023074406e-02
-6.210992689936552930e-02,1.909078811707153739e-02,-4.536820238627801982e-02
-6.049344108857505203e-02,1.861866236245369316e-02,-4.592342152466666327e-02
-5.885827620003260957e-02,1.817277336928902962e-02,-4.641991990544291902e-02
-5.720680217224101416e-02,1.775692286835466038e-02,-4.685402829244754430e-02
-5.553835182122415781e-02,1.737243626826472445e-02,-4.722452605677434495e-02
-5.385371535661444969e-02,1.702780025350324536e-02,-4.753163836988835017e-02
-5.215425396029646499e-02,1.673209235158542793e-02,-4.777360023908871350e-02
-5.043897270193180987e-02,1.649368668258325774e-02,-4.794963640721928988e-02
-4.870237031338157246e-02,1.631850510367700152e-02,-4.806173103090305432e-02
-4.694083712903990291e-02,1.621311186676591479e-02,-4.811329310946724919e-02
-4.515609227212583759e-02,1.617727393258101137e-02,-4.810997457520226062e-02
-4.335152250058359191e-02,1.619806140038993966e-02,-4.805807504422422716e-02
-4.153031494299666559e-02,1.626057150588085601e-02,-4.796529810818599832e-02
-3.969512874118658052e-02,1.635912278107106918e-02,-4.784221063076983527e-02
-3.784816995682779850e-02,1.648783412262334186e-02,-4.769992124555741397e-02
-3.599330310978728770e-02,1.663740210784708448e-02,-4.754943969377582735e-02
-3.413538740691118845e-02,1.679645827566470309e-02,-4.739983584437933856e-02
-3.227629981845021867e-02,1.694531972913540865e-02,-4.725731992099037326e-02
-3.041531035342640715e-02,1.706687786818058758e-02,-4.712570511770147047e-02
-2.855393528054817748e-02,1.715941274981280795e-02,-4.700645670322309982e-02
-2.669491943280434543e-02,1.722661562769697841e-02,-4.689867190229710103e-02
-2.484317921003032642e-02,1.727378254792962323e-02,-4.680058311629124029e-02
-2.300480852983296728e-02,1.731075922122679925e-02,-4.671081321428677963e-02
-2.118532704659640414e-02,1.734292277283211101e-02,-4.663014825531339169e-02
-1.939110260033451508e-02,1.737549063848096292e-02,-4.655928650027928162e-02
-1.762842991973315870e-02,1.741245149128820002e-02,-4.649895717846818516e-02
-1.590070017874038732e-02,1.745030105324598887e-02,-4.644892336928218429e-02
-1.421104602975644185e-02,1.748373993622130002e-02,-4.640800025336320328e-02
-1.256551030586449021e-02,1.751120076256568181e-02,-4.637584534861161067e-02
