-1.052432793748579731e-01,2.068355471348751196e-02,-1.500326518069737720e-02
-1.037173626707245389e-01,2.048338399834480697e-02,-1.565460320655208751e-02
-1.021961390887374810e-01,2.030366234279398774e-02,-1.627784804548173744e-02
-1.006889106958881591e-01,2.015026727460166728e-02,-1.684836736532526955e-02
-9.920872113907880374e-02,2.002048242929722888e-02,-1.734914527872994522e-02
-9.776871415377785812e-02,1.991275550466219471e-02,-1.778572637406818091e-02
-9.637958445876403102e-02,1.983115526419562680e-02,-1.819298154962087702e-02
-9.504657878921354830e-02,1.977502033252830776e-02,-1.860781784404070757e-02
-9.376555148162532549e-02,1.973935614513572592e-02,-1.905324546394615570e-02
-9.252108882726242656e-02,1.972251380858448810e-02,-1.953737099273458386e-02
-9.129406274011228617e-02,1.972930419583625306e-02,-2.006606858134855204e-02
-9.006948215657474555e-02,1.976286376364246034e-02,-2.064107893645714467e-02
-8.884015864253907990e-02,1.981855545896197765e-02,-2.126774994616277906e-02
-8.760651167920369131e-02,1.988428124326221957e-02,-2.195165395808224354e-02
-8.637170165212298967e-02,1.995107421143334919e-02,-2.269828622567377288e-02
-8.513983297737431899e-02,2.001818944692412838e-02,-2.350888820178304028e-02
-8.391547254380699039e-02,2.009099218204192169e-02,-2.438052974707721060e-02
-8.270340040815081506e-02,2.017310920857195294e-02,-2.530532486467825665e-02
-8.150991210123562092e-02,2.026481803047741614e-02,-2.627196839674460910e-02
-8.034007870100071114e-02,2.036276563812490503e-02,-2.727109391637470501e-02
-7.919728029979397621e-02,2.046626776085963550e-02,-2.829612465412249117e-02
-7.808216470813456045e-02,2.057829371870101287e-02,-2.934251623860239036e-02
-7.699455511048829137e-02,2.070566205524092609e-02,-3.040448818199114125e-02
-7.593351020032942933e-02,2.085408450873339065e-02,-3.147495906523473802e-02
-7.489692167236733367e-02,2.103131654808083201e-02,-3.254338980690198169e-02
-7.388000190511961884e-02,2.124538783216751298e-02,-3.359772713686261236e-02
-7.287527026130936891e-02,2.150021365259830938e-02,-3.462480595021880797e-02
-7.187117637307327556e-02,2.179135249251900469e-02,-3.561196609577853278e-02
-7.085407918002911698e-02,2.210705693186915816e-02,-3.654599727899284639e-02
-6.981215217286723673e-02,2.242840218810851494e-02,-3.741233177517765129e-02
-6.873854968512513319e-02,2.273562224019520794e-02,-3.819419503019476358e-02
-6.763278587289643651e-02,2.301341905624606360e-02,-3.887724887614436853e-02
-6.650046237062293142e-02,2.325241076476081484e-02,-3.945593588319829675e-02
-6.535232974625652946e-02,2.345143943641677872e-02,-3.993267650783646761e-02
-6.419994664427421116e-02,2.361935233744164378e-02,-4.031771783847600682e-02
-6.305228060597868611e-02,2.377127403870474970e-02,-4.062502958484265347e-02
-6.191410514294020534e-02,2.392188137942757517e-02,-4.086885239403594688e-02
-6.078611124753831307e-02,2.408221436662595985e-02,-4.106245200491972364e-02
-5.966568313244326877e-02,2.425360829123147932e-02,-4.122285018001178164e-02
-5.854878132221007225e-02,2.443067768923179450e-02,-4.137017870519293233e-02
-5.743146418382042567e-02,2.460552898399366237e-02,-4.152364473809527778e-02
-5.631103025337805268e-02,2.477573387867377033e-02,-4.169596767956525868e-02
